make,model,tier,source_type,urls_processed,images_downloaded,images_approved,images_rejected,rejection_rate,colors_detected,run_duration_seconds,errors,timestamp
Bmw,M8 Gran Coupe,Tier 1,Official Website,1,0,0,0,0%,,271,0,2026-04-03T14:30:33Z
Bmw,X3 M,Tier 1,Official Website,125,3,3,0,0.0%,Instalmentv2,1626,122,2026-04-03T14:57:40Z
Bmw,X4 M,Tier 1,Official Website,2,17,9,8,47.1%,,503,0,2026-04-03T15:06:03Z
Bmw,4 Series,Tier 1,Official Website,4,2,1,1,50.0%,,263,0,2026-04-03T15:10:27Z
Bmw,Ix3,Tier 1,Official Website,1,48,17,31,64.6%,,2268,0,2026-04-03T15:48:15Z
Bmw,4 Series Gran Coupe,Tier 1,Official Website,5,2,2,0,0.0%,"Black_Sapphire_Metallic, Portimao_Blue_Metallic, Alpine_White, Jet_Black, Mineral_White_Metallic",866,0,2026-04-03T16:02:42Z
Bmw,I4,Tier 1,Official Website,5,3,1,2,66.7%,"Black_Sapphire_Metallic, Portimao_Blue_Metallic, Vegas_Red_Metallic, Alpine_White_0Requires_Build_Changes, Dravit_Grey_Metallic, Alpine_White, Frozen_Portimao_Blue_Metallic, Jet_Black, Cape_York_Green_Metallic, Tanzanite_Blue_Ii_Metallic, Brooklyn_Grey_Metallic, Mineral_White_Metallic, Color_15",975,0,2026-04-03T16:18:57Z
Bmw,Ix,Tier 1,Official Website,7,7,1,6,85.7%,"Black_Sapphire_Metallic, Space_Silver_Metallic, Aventurin_Red_Metallic, Carbon_Black_Metallic, Alpine_White, Alpine_White_0Requires_Build_Changes, Frozen_Pure_Grey_Metallic, Storm_Bay_Metallic, Tanzanite_Blue_Ii_Metallic, Mineral_White_Metallic, Dune_Grey_Metallic, Arctic_Race_Blue_Metallic",1256,0,2026-04-03T16:39:54Z
Bmw,M3,Tier 1,Official Website,3,3,0,3,100.0%,"Black_Sapphire_Metallic, Portimao_Blue_Metallic, Vegas_Red_Metallic, Alpine_White_0Requires_Build_Changes, Dravit_Grey_Metallic, Alpine_White, Frozen_Pure_Grey_Metallic, Tanzanite_Blue_Ii_Metallic, Brooklyn_Grey_Metallic, Mineral_White_Metallic, Skyscraper_Grey_Metallic, Arctic_Race_Blue_Metallic",396,0,2026-04-03T16:46:31Z
Bmw,M4,Tier 1,Official Website,5,1,0,1,100.0%,"Black_Sapphire_Metallic, Portimao_Blue_Metallic, Vegas_Red_Metallic, Alpine_White_0Requires_Build_Changes, Dravit_Grey_Metallic, Alpine_White, Frozen_Portimao_Blue_Metallic, Cape_York_Green_Metallic, Tanzanite_Blue_Ii_Metallic, Brooklyn_Grey_Metallic, Mineral_White_Metallic, Color_15, Arctic_Race_Blue_Metallic",634,0,2026-04-03T16:57:05Z
Bmw,I7,Tier 1,Official Website,5,8,3,5,62.5%,"Frozen_Deep_Grey_Metallic, Dark_Graphite_Metallic, Black_Sapphire_Metallic, Aventurin_Red_Metallic, Carbon_Black_Metallic, Alpine_White, Dravit_Grey_Metallic, Alpine_White_0Requires_Build_Changes, Frozen_Pure_Grey_Metallic, Oxide_Grey_Metallic, Tanzanite_Blue_Ii_Metallic, Brooklyn_Grey_Metallic, Mineral_White_Metallic",944,0,2026-04-03T17:12:50Z
Bmw,Ix1,Tier 1,Official Website,2,32,26,6,18.8%,,265,0,2026-04-06T05:28:24Z
Bmw,M3 Touring,Tier 1,Official Website,62,61,30,31,50.8%,Instalmentv2,2493,60,2026-04-06T06:14:31Z
Bmw,Xm,Tier 1,Official Website,2,7,4,3,42.9%,"Cape_York_Green_Metallic, Urban_Green, Isle_Of_Man_Green_Metallic, Toronto_Red_Metallic, Petrol_Mica_Metallic, Black_Sapphire_Metallic, Brooklyn_Grey_Metallic, Dravit_Grey_Metallic, Macadamia_Metallic, Anglesey_Green_Metallic, Marina_Bay_Blue_Metallic, Mineral_White_Metallic, Sao_Paulo_Yellow, Carbon_Black_Metallic",217,0,2026-04-06T06:18:18Z
Bmw,I5,Tier 1,Official Website,5,10,1,9,90.0%,"Mineral_White_Metallic, Alpine_White, Frozen_Pure_Grey_Metallic, Cape_York_Green_Metallic, Carbon_Black_Metallic, Brooklyn_Grey_Metallic, Phytonic_Blue_Metallic, Vegas_Red_Metallic, Dark_Graphite_Metallic, Frozen_Deep_Grey, Tanzanite_Blue_Ii_Metallic, Oxide_Grey_Metallic, Black_Sapphire_Metallic",1118,0,2026-04-06T06:37:07Z
Bmw,Ix2,Tier 1,Official Website,4,12,5,7,58.3%,"Cape_York_Green_Metallic, Jet_Black, Vegas_Red_Metallic, Black_Sapphire_Metallic, Frozen_Pure_Grey_Metallic, Color_14, Skyscraper_Grey_Metallic, Portimao_Blue_Metallic, Storm_Bay_Metallic, Mineral_White_Metallic, Alpine_White, Alpine_White_0Requires_Build_Changes, Brooklyn_Grey_Metallic",585,0,2026-04-06T06:47:02Z
Bmw,M5 Touring,Tier 1,Official Website,2,7,2,5,71.4%,"Speed_Yellow, Marina_Bay_Blue_Metallic, Imola_Red_Ii, Dark_Graphite_Metallic, Black_Sapphire_Metallic, Carbon_Black_Metallic, Isle_Of_Man_Green_Metallic, Brooklyn_Grey_Metallic, Frozen_Deep_Grey, Daytona_Violet_Metallic, British_Racing_Green, Alpine_White, Storm_Bay_Metallic, Vegas_Red_Metallic",223,0,2026-04-06T06:50:50Z
Bmw,2 Series Coupe,Tier 1,Official Website,6,46,20,26,56.5%,"Skyscraper_Grey_Metallic, Java_Green_Ii_Metallic, Mineral_White_Metallic, Frozen_Portimao_Blue_Ii_Metallic, Twilight_Purple_Pearl_Metallic, Zandvoort_Blue, Vegas_Red_Metallic, Zandvoort_Blue_0Requires_Build_Changes, Use_Tabulator_Key_And_Select_Button_To_Change_Color_Of_The_Car, Alpine_White, Thundernight_Metallic, Sao_Paulo_Yellow, Brooklyn_Grey_Metallic, Frozen_Pure_Grey_Metallic, Alpine_White_0Requires_Build_Changes, Grigio_Telesto_Metallic, Portimao_Blue_Metallic, Black_Sapphire_Metallic",2711,0,2026-04-06T07:36:12Z
Bmw,2 Series Gran Coupe,Tier 1,Official Website,4,11,2,9,81.8%,"Brooklyn_Grey_Metallic, Skyscraper_Grey_Metallic, Storm_Bay_Metallic, British_Racing_Green, Frozen_Pure_Grey_Metallic, Vegas_Red_Metallic, Black_Sapphire_Metallic, Portimao_Blue_Metallic, Frozen_Portimao_Blue_Ii_Metallic, Wildberry_Metallic, Alpine_White, Pyrite_Brown_Ii_Metallic, Alpine_White_0Requires_Build_Changes, Tanzanite_Blue_Ii_Metallic, Thundernight_Metallic, Borusan_Turkish_Blue, Color_15",645,0,2026-04-06T07:47:10Z
Bmw,X4,Tier 1,Official Website,2,31,4,27,87.1%,,486,0,2026-04-06T08:07:16Z
Bmw,8 Series Gran Coupe,Tier 1,Official Website,1,0,0,0,0%,,13,0,2026-04-06T08:07:52Z
Bmw,M8 Gran Coupe,Tier 1,Official Website,1,0,0,0,0%,,335,0,2026-04-06T08:13:43Z
Bmw,8 Series Gran Coupe,Tier 1,Official Website,1,0,0,0,0%,,14,0,2026-04-06T11:22:01Z
Bmw,M8 Gran Coupe,Tier 1,Official Website,1,0,0,0,0%,,272,0,2026-04-06T11:26:44Z
Bmw,8 Series Gran Coupe,Tier 1,Official Website,1,0,0,0,0%,,11,0,2026-04-07T05:08:11Z
Bmw,M8 Gran Coupe,Tier 1,Official Website,1,0,0,0,0%,,269,0,2026-04-07T05:21:01Z
Bmw,M8 Gran Coupe,Tier 1,Official Website,1,15,13,2,13.3%,,245,0,2026-04-07T07:09:07Z
Bmw,8 Series Gran Coupe,Tier 1,Official Website,1,15,11,4,26.7%,,100,0,2026-04-07T09:22:35Z
Bmw,8 Series Gran Coupe,Tier 1,Official Website,1,0,0,0,0%,,13,0,2026-04-07T09:30:14Z
